25.8286 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x149BAC10>, name='window1', pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
25.8287 	EXP 	window1: recordFrameIntervals = False
25.9946 	EXP 	window1: recordFrameIntervals = True
26.1781 	EXP 	window1: recordFrameIntervals = False
26.5072 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
26.5174 	EXP 	Created bigger_circle = Polygon(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor=array([ 1.,  1.,  1.]), fillColorSpace='rgb', fillRGB=array([ 1.,  1.,  1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1, name='bigger_circle', opacity=1.0, ori=array(0.0), pos=array([ 3.,  0.]), size=array([ 1.,  1.]), units='cm', vertices=ndarray(...), win=Window(...))
26.5244 	EXP 	Created smaller_circle = Polygon(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-1.0, fillColor=array([ 1.,  1.,  1.]), fillColorSpace='rgb', fillRGB=array([ 1.,  1.,  1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1, name='smaller_circle', opacity=1.0, ori=array(0.0), pos=array([-3.,  0.]), size=array([ 2.5,  2.5]), units='cm', vertices=ndarray(...), win=Window(...))
26.5315 	EXP 	Created fixational_point_1 = Polygon(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-2.0, fillColor=array([ 50.,   1.,   1.]), fillColorSpace='rgb', fillRGB=array([ 50.,   1.,   1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1, name='fixational_point_1', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.1,  0.1]), units='cm', vertices=ndarray(...), win=Window(...))
26.5385 	EXP 	Created circle_1 = Polygon(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor=array([ 1.,  1.,  1.]), fillColorSpace='rgb', fillRGB=array([ 1.,  1.,  1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1, name='circle_1', opacity=1.0, ori=array(0.0), pos=array([ 3.,  0.]), size=array([ 2.5,  2.5]), units='cm', vertices=ndarray(...), win=Window(...))
26.5455 	EXP 	Created circle_2 = Polygon(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-1.0, fillColor=array([ 1.,  1.,  1.]), fillColorSpace='rgb', fillRGB=array([ 1.,  1.,  1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1, name='circle_2', opacity=1.0, ori=array(0.0), pos=array([-3.,  0.]), size=array([ 2.5,  2.5]), units='cm', vertices=ndarray(...), win=Window(...))
26.5956 	EXP 	Created question = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='question', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
26.6027 	EXP 	Created fixational_point_2 = Polygon(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-4.0, fillColor=array([ 50.,   1.,   1.]), fillColorSpace='rgb', fillRGB=array([ 50.,   1.,   1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1, name='fixational_point_2', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.1,  0.1]), units='cm', vertices=ndarray(...), win=Window(...))
26.6274 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
26.6420 	EXP 	Created thanks = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='thanks', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
26.6612 	EXP 	text_2: autoDraw = True
67.7444 	DATA 	Keypress: space
67.7472 	EXP 	Imported conditions.csv as conditions, 30 conditions, 2 params
67.7476 	EXP 	Created sequence: random, trialTypes=30, nReps=1, seed=None
67.7479 	EXP 	New trial (rep=0, index=0): {'size': [3.0, 3.0], 'n': 5}
67.7482 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
67.7484 	EXP 	New trial (rep=0, index=0): None
67.8442 	EXP 	text_2: autoDraw = False
67.8442 	EXP 	bigger_circle: size = array([ 3.,  3.])
67.8442 	EXP 	fixational_point_1: autoDraw = True
68.1857 	EXP 	bigger_circle: autoDraw = True
68.1857 	EXP 	smaller_circle: autoDraw = True
68.3108 	EXP 	bigger_circle: autoDraw = False
68.3108 	EXP 	smaller_circle: autoDraw = False
68.7446 	EXP 	New trial (rep=1, index=0): None
68.7690 	EXP 	fixational_point_1: autoDraw = False
68.7690 	EXP 	bigger_circle: autoDraw = False
68.7690 	EXP 	smaller_circle: autoDraw = False
68.7690 	EXP 	fixational_point_1: autoDraw = False
68.7690 	EXP 	bigger_circle: size = array([ 3.,  3.])
68.7690 	EXP 	fixational_point_1: autoDraw = True
69.1942 	EXP 	bigger_circle: autoDraw = True
69.1942 	EXP 	smaller_circle: autoDraw = True
69.2777 	DATA 	Keypress: right
69.3108 	EXP 	bigger_circle: autoDraw = False
69.3108 	EXP 	smaller_circle: autoDraw = False
69.7446 	EXP 	New trial (rep=2, index=0): None
69.7689 	EXP 	fixational_point_1: autoDraw = False
69.7689 	EXP 	bigger_circle: autoDraw = False
69.7689 	EXP 	smaller_circle: autoDraw = False
69.7689 	EXP 	fixational_point_1: autoDraw = False
69.7689 	EXP 	bigger_circle: size = array([ 3.,  3.])
69.7689 	EXP 	fixational_point_1: autoDraw = True
70.1941 	EXP 	bigger_circle: autoDraw = True
70.1941 	EXP 	smaller_circle: autoDraw = True
70.3108 	EXP 	bigger_circle: autoDraw = False
70.3108 	EXP 	smaller_circle: autoDraw = False
70.4692 	DATA 	Keypress: right
70.7446 	EXP 	New trial (rep=3, index=0): None
70.7690 	EXP 	fixational_point_1: autoDraw = False
70.7690 	EXP 	bigger_circle: autoDraw = False
70.7690 	EXP 	smaller_circle: autoDraw = False
70.7690 	EXP 	fixational_point_1: autoDraw = False
70.7690 	EXP 	bigger_circle: size = array([ 3.,  3.])
70.7690 	EXP 	fixational_point_1: autoDraw = True
71.1942 	EXP 	bigger_circle: autoDraw = True
71.1942 	EXP 	smaller_circle: autoDraw = True
71.3108 	EXP 	bigger_circle: autoDraw = False
71.3108 	EXP 	smaller_circle: autoDraw = False
71.4281 	DATA 	Keypress: right
71.7446 	EXP 	New trial (rep=4, index=0): None
71.7689 	EXP 	fixational_point_1: autoDraw = False
71.7689 	EXP 	bigger_circle: autoDraw = False
71.7689 	EXP 	smaller_circle: autoDraw = False
71.7689 	EXP 	fixational_point_1: autoDraw = False
71.7689 	EXP 	bigger_circle: size = array([ 3.,  3.])
71.7689 	EXP 	fixational_point_1: autoDraw = True
72.1110 	DATA 	Keypress: right
72.1942 	EXP 	bigger_circle: autoDraw = True
72.1942 	EXP 	smaller_circle: autoDraw = True
72.3108 	EXP 	bigger_circle: autoDraw = False
72.3108 	EXP 	smaller_circle: autoDraw = False
72.7456 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
72.7463 	EXP 	New trial (rep=0, index=0): None
72.7689 	EXP 	fixational_point_1: autoDraw = False
72.7689 	EXP 	bigger_circle: autoDraw = False
72.7689 	EXP 	smaller_circle: autoDraw = False
72.7689 	EXP 	fixational_point_1: autoDraw = False
72.7689 	EXP 	fixational_point_2: autoDraw = True
73.1443 	DATA 	Keypress: right
73.3608 	EXP 	fixational_point_2: autoDraw = False
73.3856 	EXP 	circle_1: autoDraw = True
73.3856 	EXP 	circle_2: autoDraw = True
73.5108 	EXP 	circle_1: autoDraw = False
73.5108 	EXP 	circle_2: autoDraw = False
73.5856 	EXP 	question: autoDraw = True
80.9776 	DATA 	Keypress: right
80.9794 	EXP 	New trial (rep=1, index=0): None
81.0022 	EXP 	circle_1: autoDraw = False
81.0022 	EXP 	circle_2: autoDraw = False
81.0022 	EXP 	question: autoDraw = False
81.0022 	EXP 	fixational_point_2: autoDraw = False
81.0022 	EXP 	fixational_point_2: autoDraw = True
81.5941 	EXP 	fixational_point_2: autoDraw = False
81.6107 	EXP 	circle_1: autoDraw = True
81.6107 	EXP 	circle_2: autoDraw = True
81.7441 	EXP 	circle_1: autoDraw = False
81.7441 	EXP 	circle_2: autoDraw = False
